category_id,category_name,,country,description,followers,join_date,location,picture_url,profile_url,title,trailer_title,trailer_url,videos
22,People & Blogs,UCYLNGLIzMhRTi6ZOLjAPSmw,Colombia,"Welcome to Shakira's Official YouTube Channel. Bienvenidos al Canal Oficial de Shakira en Youtube
For official music videos go to - Para ver los videos oficiales: 
youtube.com/shakiraVEVO",23868570,10/16/05,,https://yt3.ggpht.com/a-/AN66SAwA6yeEDAUG__enP91bZGCaHUhWw-SgOwMrEA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCYLNGLIzMhRTi6ZOLjAPSmw,Shakira,Shakira - Nada (Official Video...,https://www.youtube.com/watch?v=UjX10jO-p3c,235
22,People & Blogs,UCpko_-a4wgz2u_DgDgd9fqA,,"BuzzFeed™s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!
To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKU
Love BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8m",17831869,8/10/11,,https://yt3.ggpht.com/a-/AN66SAzHVujU7sJk_cDYAxBRiWq75McLHDxXlano_w=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,I Let My Kids Plan Our Family Vacation,https://www.youtube.com/watch?v=41agvCBlicE,5611
22,People & Blogs,UCcgVECVN4OKV6DH1jLkqmcA,,"WHATS UP?! Im Jake Paul.
Im 21, live in Los Angeles, & have a crazy life! Keep up :) 
The squad ",17510877,9/19/13,,https://yt3.ggpht.com/a-/AN66SAwSC_sOp-Fs7FF6SJDtnaouQlpEL4iHGHg1ag=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCcgVECVN4OKV6DH1jLkqmcA,Jake Paul,THIS IS JAKE PAUL,https://www.youtube.com/watch?v=0gn4RAuahHw,703
22,People & Blogs,UC-SV8-bUJfXjrRMnp7F8Wzw,United States,"I'm Roman Atwood, this is my life as a Father to my sons Noah and Kane and daughter Cora, along with my wife Brittney in Ohio. I've made pranks on YouTube since 2010 and vlogs since 2013. This channel is family-friendly and kid-friendly, so everyone can join in on the fun! I love you all!",14990695,8/12/13,,https://yt3.ggpht.com/a-/AN66SAyRHwUD70OTw7CSOngbC1fsGn4xx8DJDeoYOQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw,RomanAtwoodVlogs,Our Dream Wedding!!,https://www.youtube.com/watch?v=FhId1AHmZZ0,1561
22,People & Blogs,UCWwWOFsW68TqXE-HZLC3WIA,,"Welcome to THE ACE FAMILY channel. Join The ACE Family and SUBSCRIBE! Our videos include vlogs, crazy experiences, challenges, pranks, and fun family times.
SUBSCRIBE HERE: http://bit.ly/THEACEFAMILY
STALK US :)
Catherine's Instagram: https://www.instagram.com/catherinepaiz/
Catherine\'s Twitter: http://twitter.com/catherinepaiz
Catherine's SnapChat: Catherinepaiz
Austin's Instagram: https://www.instagram.com/austinmcbroom/
Austin's Twitter: https://twitter.com/AustinMcbroom
Austin's SnapChat: TheRealMcBroom
THE ACE FAMILY official Facebook Page https://www.facebook.com/The.ACE.Family/
Business inquires: acehatcollection@gmail.com",13413770,1/10/16,,https://yt3.ggpht.com/a-/AN66SAwwO3TDQ93uv2Cl4WFO56V-aITwqQsRP-oSTQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCWwWOFsW68TqXE-HZLC3WIA,The ACE Family,THE OFFICIAL ACE FAMILY LABOR AND DELIVERY!!!,https://www.youtube.com/watch?v=Bz3BhvXv8KY,375
22,People & Blogs,UCAuUUnT6oDeKwE6v1NGQxug,,"TED Talks shares the best ideas from the TED Conference with the world, for free: trusted voices and convention-breaking mavericks, icons and geniuses, all giving the talk of their lives in 18 minutes. We post a fresh TED Talk every weekday. TED Talks are licensed under Creative Commons, so you're welcome to link to or embed these videos, forward them to others and share these ideas with the people you know. To join the conversation, comment here or join our online community at TED.com. Any questions? Email contact@ted.com.",11844497,12/6/06,,https://yt3.ggpht.com/a-/AN66SAzTnfZZPKLAfPgEsAKQkew8uEGzkMFrLhJYZw=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,TED,"How I climbed a 3,000-foot vertical cliff -- without ropes | Alex Honnold",https://www.youtube.com/watch?v=xqzLm0Xua8g,2879
22,People & Blogs,UCNL1ZadSjHpjm4q9j2sVtOA,,"http://www.littlemonsters.com
http://www.facebook.com/ladygaga
http://twitter.com/ladygaga
http://www.ladygaga.com",11323802,5/15/08,,https://yt3.ggpht.com/a-/AN66SAyozr0C6XitGFYqW_O7WgxB2BQvbdvuibRmZQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCNL1ZadSjHpjm4q9j2sVtOA,Lady Gaga,"Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",https://www.youtube.com/watch?v=bo_efYhYU2A,167
22,People & Blogs,UCtinbF-Q-fVthA0qrFQTgXQ,United States,"Hi, I live in New York City and love YouTube.
some FAQs
Q. what'd i shoot that with
A; BIG CAMERA; http://amzn.to/1MIJUGK
WIDE LENS; http://amzn.to/1VCtBhS
SMALL CAMERA; http://amzn.to/1MIJWyj
MICROPHONE; http://amzn.to/1Sl6ZMG
OTHER MICROPHONE; http://amzn.to/1MIKa8E
DRONE; http://amzn.to/1Sl75Uq
OLD DRONE (cheaper but still great); http://amzn.to/26lwtQ.  where did i go to film school
A.  never went to film school or college
Q.  what's that crazy space where i'm working in a lot of the videos
A.  that's my production studio in NYC, i built this space and have been here for almost 10 years.  no don't live in this space, just work
Q.  what do i edit with
A.  final cut x.  i don't love it.  too crashy and clitchy but i hate learning new software
Q.  someone asked how old i am
A.  i'm 35.  well for now i am.  i was born in 1981 so if i don't update this before next year you can keep track on your own",10564158,2/15/10,,https://yt3.ggpht.com/a-/AN66SAzRddjQW5e0W-H8H3fzhlI-z48SqNniAEik2w=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,DO WHAT YOU CAN'T,https://www.youtube.com/watch?v=jG7dSXcfVqE,979
22,People & Blogs,UCay_OLhWtf9iklq8zg_or0g,United States,"Subscribe for daily videos & series about beauty, fashion, style, body positivity, women's experiences and lifestyle, and to join a community of incredible women working to empower and inspire each other. We accept you, as is!
Check out more awesome videos on As/Is!
As Is on YouTube: https://bzfd.it/2IK2uyl
Love BuzzFeed? Get the merch! BUY NOW: https://goo.gl/2ny7st",10221242,4/9/13,,https://yt3.ggpht.com/a-/AN66SAzV8VyBcUkic4He6FtTL51f87aUln9sVdVmUQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCay_OLhWtf9iklq8zg_or0g,As/Is,We Tried Cutting Hair Like Edward Scissorhands,https://www.youtube.com/watch?v=VHQb7tL7kPo,3663
22,People & Blogs,UCkXgEcpoTE4tHsebYBouWpA,,"Please Subscribe!!
www.meghan-trainor.com
facebook.com/meghantrainorsongs
twitter@meghan_trainor
NO EXCUSES Out Now
Spotify: http://smarturl.it/NoExcusesMT/spotify
iTunes: http://smarturl.it/NoExcusesMT/itunes
Amazon: http://smarturl.it/NoExcusesMT/amazon...
Apple Music: http://smarturl.it/NoExcusesMT/applem...
Google Play: http://smarturl.it/NoExcusesMT/google...",9946070,6/4/08,,https://yt3.ggpht.com/a-/AN66SAyQPFbX8vf1ooPjaQPu5JPr5RsUSXotkWACxQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCkXgEcpoTE4tHsebYBouWpA,Meghan Trainor,Meghan Trainor - Let You Be Right,https://www.youtube.com/watch?v=tN_8CwE8ULI,9
